,Country,Exports_2014,Exports_2015,Exports_2016,Exports_2017,Exports_2018,Exports_2019,Exports_2020,Exports_2021,Exports_2022,Imports_2014,Imports_2015,Imports_2016,Imports_2017,Imports_2018,Imports_2019,Imports_2020,Imports_2021,Imports_2022,Trade_balance_2014,Trade_balance_2015,Trade_balance_2016,Trade_balance_2017,Trade_balance_2018,Trade_balance_2019,Trade_balance_2020,Trade_balance_2021,Trade_balance_2022,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,GDP_2020,GDP_2021,GDP_2022,Inflation_2014,Inflation_2015,Inflation_2016,Inflation_2017,Inflation_2018,Inflation_2019,Inflation_2020,Inflation_2021,Inflation_2022,Openness_2014,Openness_2015,Openness_2016,Openness_2017,Openness_2018,Openness_2019,Openness_2020,Openness_2021,Openness_2022
102,Grenada,160.434261,136.991412,164.763099,162.669854,73.56495,148.714219,161.040034,149.380647,192.741427,51.164399,23.149037,16.520831,42.949162,44.410143,16.605317,12.50357,17.433254,54.914367,109.269862,113.842375,148.24226800000002,119.720692,29.154807,132.108902,148.536464,131.947393,137.82706,911.496296296296,997.0074074074071,1061.6407407407398,1125.68518518519,1166.51481481481,1213.48518518519,1043.41111111111,1122.8,1256.41318518519,-0.98360305555493,-0.515448031435387,1.65038994431577,0.908458255874211,0.804102313277037,0.59814976473601,-0.740732597045501,1.21951193916844,2.55978911929368,11.60721447030524,8.031056129082591,8.537913205625122,9.13306041094309,5.05673359230886,6.811765731395007,8.316166185694367,7.428477956893481,9.855666787017066
103,Guatemala,6687.235545,6984.635386,6642.731851,7073.60424,7896.200861,8103.308097,8042.58184,11658.38408,14377.263191,4757.928446,5065.944386,4744.396449,5283.148352,4847.189611,4864.494595,5687.074383,7202.748389,8037.206693,1929.307099,1918.691,1898.335402,1790.4558879999995,3049.0112500000005,3238.813502,2355.507457,4455.635691,6340.056498,57852.150564519994,62186.064718742404,66053.4027447267,71653.7565041625,73328.36992584779,77172.3139164218,77715.1830632054,86053.07976735069,95003.3333811936,3.41836169662962,2.38872032839552,4.44844199942824,4.42453655182543,3.75186186704512,3.69998398008601,3.21444062197346,4.26105127422819,6.88512823344285,9.891735985022462,9.689131983590569,8.61963791934177,8.62254346098531,8.689263435752466,8.401849078961291,8.833316529560081,10.959010717566485,11.796675488250319
104,Guyana,870.131442,602.00793,612.393522,796.382349,519.568948,2031.056328,1212.535689,1515.517274,2091.869072,434.826704,366.512182,288.107063,392.484335,525.680195,657.036201,1125.5920001,1332.225518,2878.797586,435.304738,235.495748,324.286459,403.898014,-6.1112470000000485,1374.0201269999998,86.9436889000001,183.29175600000008,-786.9285140000002,4127.66015847323,4279.8401937046,4482.69733656174,4748.17433414044,4787.63700553638,5173.760191846521,5471.25659472422,8044.498800959231,15357.5370683434,0.852630497539925,-1.00173432776379,0.836008061506297,1.90465615515582,1.28284288443518,2.0872308916202,0.993337022838757,5.03285574626696,6.11505550109944,15.80748045985801,11.314909764909418,10.044182301304891,12.519197909939633,10.916127745182889,25.97813224157783,21.367373734167312,17.699939191117995,16.18315044879843
105,Haiti,2457.831818,2397.4374,2179.473638,2504.392552,3018.752901,2490.131754,2306.27045,2629.349959,2519.431814,69.664599,58.089211,68.336595,65.720188,86.481584,96.944323,71.94792890000001,112.065689,109.480732,2388.167219,2339.348189,2111.137043,2438.672364,2932.271317,2393.187431,2234.3225211,2517.28427,2409.951082,15146.8836473766,14849.629407954599,14069.2775324999,15093.35714342,16403.8645214121,15016.090929874399,14508.222518158002,20877.4149521236,20253.551885214598,3.43816659958603,6.73184069659,11.5029073942667,10.6800887242583,12.4814111170435,18.7037825672506,22.7963113642528,16.8415240198785,33.9839319470699,8.343288546478522,8.267972699994223,7.988364106854738,8.514052624536381,9.464947972920381,8.61434606743434,8.19610526349283,6.565505485920204,6.490003730948413
106,Honduras,4045.741803,4303.331957,4069.512651,4454.38963,4766.323074,4971.734347,4678.228338,7107.794128,7809.495198,2331.80932,2152.632215,2069.18532,2191.340568,2335.203803,2566.928465,2677.9860162,3068.173449,3569.309281,1713.932483,2150.699742,2000.327331,2263.049062,2431.119271,2404.805882,2000.2423218,4039.620679,4240.185917,19756.5336580822,20979.791685416,21717.604580862702,23136.2480462979,24067.7504659361,25089.9371086681,23827.8596947921,28488.721296201198,31717.7001152546,6.12924930313027,3.15783117980921,2.72461223295292,3.93436084442035,4.34734937777536,4.36587159819272,3.46841177951168,4.48087963413448,9.08963911525029,16.14035952200301,15.386149368889665,14.132999678079939,14.362160590388818,14.753200318930993,15.02327961076382,15.436162644116541,17.859642542743583,17.937625423110948
107,Jamaica,2455.557508,1942.766615,1812.702146,2234.544008,1904.643223,1952.719715,1870.22817,2201.189774,2934.287667,305.55018,392.813681,284.731752,368.470003,394.080864,401.775639,379.5391715,470.042952,307.32276,2150.007328,1549.952934,1527.9703940000002,1866.074005,1510.562359,1550.944076,1490.6889985,1731.146822,2626.964907,13899.2253396917,14188.9387805039,14077.1055029175,14808.9848805796,15730.79152565,15830.766372265101,13812.421859402599,14657.586359380199,17097.7607452096,8.27407886231415,3.69154228855723,2.35102197485846,4.3783986499156,3.7366388215216,3.90510000865876,5.22677779293517,5.86278242801063,10.3495688391272,9.932595596227827,8.230285337509418,7.449805279804517,8.788630794044414,7.306447622968598,7.436454112938544,8.144000249921794,9.112116621746972,9.479634424958908
108,Mexico,55915.303549,57127.314691,57030.481249,64412.643451,73097.493251,76367.602185,70556.804668,105486.145635,122551.410265,51457.3876,45919.417404,42671.802347,48292.914025,54515.496567,52237.968934,47126.0997625,59549.73952,62637.159338,4457.915948999995,11207.897287,14358.678902,16119.729426000004,18581.996684000005,24129.633251,23430.704905499995,45936.40611499999,59914.250927,1315356.13126248,1171870.07296276,1078493.0593069498,1158912.01525901,1222405.55642113,1269009.57161076,1090514.96678591,1272838.81089609,1414187.19399225,4.01861608078673,2.7206406496403,2.82170784747653,6.04145724018992,4.89935015356549,3.6359614212705,3.39683415569999,5.68920847683764,7.89627619168544,4.0815064679838295,4.396679054806558,4.622296023864523,4.862558847955812,5.21974843568349,5.067163163937382,5.395749165064119,6.4829844809184145,6.5475267485704185
109,Nicaragua,4001.402668,4097.519015,4010.849613,3979.763887,3519.986219,3316.410054,3387.297919,4683.116696,5079.029946,1732.427558,1680.132352,1744.612191,1529.439487,1496.659425,1483.392946,1629.4940995,2383.949993,2673.314091,2268.9751100000003,2417.386663,2266.237422,2450.3244,2023.326794,1833.017108,1757.8038195,2299.166703,2405.7158549999995,11880.4339029361,12756.7222383709,13286.066154960301,13785.8909394447,13025.2665133167,12699.028889666,12678.1623594021,14145.8521007591,15671.583877971201,6.03596861798431,3.99737996694398,3.52317317628476,3.85067166284725,4.94723728039882,5.3762899084413,3.68181341625573,4.92841396948961,10.4674244465991,24.131400725115586,22.64551684609634,21.659766468388465,19.98131059573692,19.2573627528892,18.898307270983146,19.785170264756694,24.97928947179069,24.73376047170669
110,Panama,20282.646262,16830.896114,13628.405962,16740.559924,18785.573372,18982.305088,16889.782619,22558.867806,29871.470993,5947.042513,4993.501349,4191.676875,4557.027715,4213.172947,3968.031499,3128.3851375,4695.189527,5047.187256,14335.603748999998,11837.394765,9436.729087,12183.532209,14572.400425,15014.273589,13761.397481500002,17863.678279,24824.283737,49921.4,54091.8,57907.7,62202.7,67294.1692346291,69721.7875329789,57086.8369424052,67406.7380517437,76522.5117806222,2.62668365353324,0.136399710403449,0.739734025300015,0.875585918759905,0.761578359399948,-0.355083821021217,-1.55027540803758,1.63070337301891,2.85748282185325,26.270986766196458,20.173480511833585,15.38662633553051,17.119504168629337,17.08821624560974,16.45851131982548,17.533085408722414,20.216122394232205,22.81593836667712
111,Paraguay,7100.337464,5955.297226,5506.947487,6727.779283,7216.8034,6031.28863,5241.441515,7543.331096,8249.475989,5992.838903,4722.981802,5121.524894,5441.052293,6389.660306,5567.892876,6149.15543,9953.295779,8998.356941,1107.4985610000003,1232.3154239999994,385.4225930000002,1286.72699,827.143094,463.3957540000001,-907.7139149999994,-2409.964683,-748.8809519999995,40377.9873146435,36211.37264638,36089.550671834,38997.1298091697,40225.4486513062,37925.3384601556,35432.177936331704,39950.899733227,41722.2953620667,5.02882767456758,3.12900274473924,4.08682280577242,3.60247741348942,3.97561015740689,2.7570972756279,1.7675159235669,4.78798310123612,9.76556667164399,16.21326029077683,14.744372068242342,14.725138139908964,15.602214362374237,16.91275568353191,15.292126553051217,16.07380297856349,21.897663121273997,20.66980349513737
112,Peru,19715.090159,18485.41357,17198.721189,19624.693655,21482.207727,21759.264526,19946.142164,29146.885071,31131.939204,18340.423321,16123.789402,17279.5095,23076.182969,25945.81683,25865.095249,23339.037509,36025.660823,38672.575717,1374.666838000001,2361.6241680000003,-80.78831100000025,-3451.489314000002,-4463.609102999999,-4105.830723000003,-3392.895345000001,-6878.775751999998,-7540.636513000001,200786.240836818,189802.96189009698,191898.127860843,211007.952315888,222597.03019104098,228325.85222076098,201947.603715409,223717.79148257698,242631.549613268,3.4119457980747,3.39809194746299,3.55717663556281,2.99490045809446,1.50915423024742,2.25212191358024,2.00241205759293,4.27166381536796,8.33370630096232,9.476623826761188,9.117139855815322,8.983472395833445,10.118309797176494,10.653337224736447,10.429033618355563,10.716933223431276,14.565794133336865,14.384880085104731
113,Trinidad and Tobago,2481.111288,2094.3945,2290.993642,2498.242054,2328.343179,1539.342533,1477.08889,2118.516281,2437.395186,9742.686295,6934.008842,4965.23656,5334.934989,7333.892694,5058.173976,4001.8496997,6480.80549,8823.396049,-7261.575006999999,-4839.614342000001,-2674.2429180000004,-2836.6929350000005,-5005.549515000001,-3518.831443,-2524.7608097,-4362.289209,-6386.000863000001,29489.0128068905,26851.9702493032,23496.2158805212,23797.686961844698,24322.359037409,23849.5578113959,21059.4288460153,24460.1962701157,27899.0823373688,5.68441814595665,4.66121598098263,3.07066742464024,1.8803844018353,1.01856930188828,1.00054293027224,0.598986330824747,2.05922746915452,5.82838638517969,20.726020336875685,16.81143554490994,15.441274116006806,16.457853772845837,19.862867450766185,13.831527949435493,13.008279165027503,17.578194541117075,20.181293239019883
114,Uruguay,9540.473623,7803.815391,7189.837629,7483.481806,10765.744824,7264.147674,6555.373088,8314.822015,9347.529895,8807.387259,6924.484908,6225.728422,7298.635653,7084.148828,8377.713936,7329.784380100001,10568.567141,11437.270582,733.0863640000007,879.3304829999997,964.1092069999996,184.8461529999995,3681.595995999999,-1113.5662620000005,-774.4112921000005,-2253.745126,-2089.7406869999995,61496.186973902004,57680.328702241,57480.788380312,65006.0476803225,65203.0711106037,62048.585618505,53666.9084795585,61412.2682489461,71177.14619749511,8.87735333229825,8.66626987079339,9.63941347635073,6.21809382561863,7.60653360377041,7.88198870879623,9.75640636078194,7.7479140231476,9.10437983075442,14.917884981866061,12.767177849341707,11.669608602302178,11.369801723443791,13.687924010297994,12.604527125059128,12.936423823806434,15.374280819145659,14.600754306254741
